Jurisdiction,Candidate,Votes,LeadDigit
Carson City,"BIDEN, JOSEPH R.",515,5
Carson City,"BIDEN, JOSEPH R.",484,4
Carson City,"BIDEN, JOSEPH R.",445,4
Carson City,"BIDEN, JOSEPH R.",494,4
Carson City,"BIDEN, JOSEPH R.",701,7
Carson City,"BIDEN, JOSEPH R.",660,6
Carson City,"BIDEN, JOSEPH R.",588,5
Carson City,"BIDEN, JOSEPH R.",468,4
Carson City,"BIDEN, JOSEPH R.",661,6
Carson City,"BIDEN, JOSEPH R.",646,6
Carson City,"BIDEN, JOSEPH R.",489,4
Carson City,"BIDEN, JOSEPH R.",375,3
Carson City,"BIDEN, JOSEPH R.",363,3
Carson City,"BIDEN, JOSEPH R.",436,4
Carson City,"BIDEN, JOSEPH R.",382,3
Carson City,"BIDEN, JOSEPH R.",496,4
Carson City,"BIDEN, JOSEPH R.",932,9
Carson City,"BIDEN, JOSEPH R.",503,5
Carson City,"BIDEN, JOSEPH R.",428,4
Carson City,"BIDEN, JOSEPH R.",702,7
Carson City,"BIDEN, JOSEPH R.",539,5
Carson City,"BIDEN, JOSEPH R.",567,5
Carson City,"BIDEN, JOSEPH R.",607,6
Carson City,"BIDEN, JOSEPH R.",249,2
Carson City,"BIDEN, JOSEPH R.",5,5
Churchill,"BIDEN, JOSEPH R.",227,2
Churchill,"BIDEN, JOSEPH R.",266,2
Churchill,"BIDEN, JOSEPH R.",151,1
Churchill,"BIDEN, JOSEPH R.",216,2
Churchill,"BIDEN, JOSEPH R.",142,1
Churchill,"BIDEN, JOSEPH R.",129,1
Churchill,"BIDEN, JOSEPH R.",184,1
Churchill,"BIDEN, JOSEPH R.",89,8
Churchill,"BIDEN, JOSEPH R.",119,1
Churchill,"BIDEN, JOSEPH R.",174,1
Churchill,"BIDEN, JOSEPH R.",176,1
Churchill,"BIDEN, JOSEPH R.",84,8
Churchill,"BIDEN, JOSEPH R.",68,6
Churchill,"BIDEN, JOSEPH R.",100,1
Churchill,"BIDEN, JOSEPH R.",112,1
Churchill,"BIDEN, JOSEPH R.",199,1
Churchill,"BIDEN, JOSEPH R.",230,2
Churchill,"BIDEN, JOSEPH R.",265,2
Churchill,"BIDEN, JOSEPH R.",117,1
Clark,"BIDEN, JOSEPH R.",189,1
Clark,"BIDEN, JOSEPH R.",382,3
Clark,"BIDEN, JOSEPH R.",649,6
Clark,"BIDEN, JOSEPH R.",39,3
Clark,"BIDEN, JOSEPH R.",61,6
Clark,"BIDEN, JOSEPH R.",660,6
Clark,"BIDEN, JOSEPH R.",583,5
Clark,"BIDEN, JOSEPH R.",1179,1
Clark,"BIDEN, JOSEPH R.",743,7
Clark,"BIDEN, JOSEPH R.",823,8
Clark,"BIDEN, JOSEPH R.",880,8
Clark,"BIDEN, JOSEPH R.",856,8
Clark,"BIDEN, JOSEPH R.",1051,1
Clark,"BIDEN, JOSEPH R.",860,8
Clark,"BIDEN, JOSEPH R.",684,6
Clark,"BIDEN, JOSEPH R.",791,7
Clark,"BIDEN, JOSEPH R.",323,3
Clark,"BIDEN, JOSEPH R.",575,5
Clark,"BIDEN, JOSEPH R.",782,7
Clark,"BIDEN, JOSEPH R.",639,6
Clark,"BIDEN, JOSEPH R.",622,6
Clark,"BIDEN, JOSEPH R.",839,8
Clark,"BIDEN, JOSEPH R.",1095,1
Clark,"BIDEN, JOSEPH R.",732,7
Clark,"BIDEN, JOSEPH R.",537,5
Clark,"BIDEN, JOSEPH R.",362,3
Clark,"BIDEN, JOSEPH R.",359,3
Clark,"BIDEN, JOSEPH R.",334,3
Clark,"BIDEN, JOSEPH R.",543,5
Clark,"BIDEN, JOSEPH R.",739,7
Clark,"BIDEN, JOSEPH R.",745,7
Clark,"BIDEN, JOSEPH R.",667,6
Clark,"BIDEN, JOSEPH R.",629,6
Clark,"BIDEN, JOSEPH R.",1192,1
Clark,"BIDEN, JOSEPH R.",490,4
Clark,"BIDEN, JOSEPH R.",955,9
Clark,"BIDEN, JOSEPH R.",966,9
Clark,"BIDEN, JOSEPH R.",912,9
Clark,"BIDEN, JOSEPH R.",1613,1
Clark,"BIDEN, JOSEPH R.",529,5
Clark,"BIDEN, JOSEPH R.",1570,1
Clark,"BIDEN, JOSEPH R.",838,8
Clark,"BIDEN, JOSEPH R.",547,5
Clark,"BIDEN, JOSEPH R.",527,5
Clark,"BIDEN, JOSEPH R.",548,5
Clark,"BIDEN, JOSEPH R.",835,8
Clark,"BIDEN, JOSEPH R.",616,6
Clark,"BIDEN, JOSEPH R.",598,5
Clark,"BIDEN, JOSEPH R.",332,3
Clark,"BIDEN, JOSEPH R.",517,5
Clark,"BIDEN, JOSEPH R.",626,6
Clark,"BIDEN, JOSEPH R.",672,6
Clark,"BIDEN, JOSEPH R.",305,3
Clark,"BIDEN, JOSEPH R.",600,6
Clark,"BIDEN, JOSEPH R.",164,1
Clark,"BIDEN, JOSEPH R.",329,3
Clark,"BIDEN, JOSEPH R.",375,3
Clark,"BIDEN, JOSEPH R.",663,6
Clark,"BIDEN, JOSEPH R.",834,8
Clark,"BIDEN, JOSEPH R.",354,3
Clark,"BIDEN, JOSEPH R.",378,3
Clark,"BIDEN, JOSEPH R.",527,5
Clark,"BIDEN, JOSEPH R.",527,5
Clark,"BIDEN, JOSEPH R.",542,5
Clark,"BIDEN, JOSEPH R.",550,5
Clark,"BIDEN, JOSEPH R.",602,6
Clark,"BIDEN, JOSEPH R.",240,2
Clark,"BIDEN, JOSEPH R.",174,1
Clark,"BIDEN, JOSEPH R.",726,7
Clark,"BIDEN, JOSEPH R.",901,9
Clark,"BIDEN, JOSEPH R.",775,7
Clark,"BIDEN, JOSEPH R.",892,8
Clark,"BIDEN, JOSEPH R.",476,4
Clark,"BIDEN, JOSEPH R.",459,4
Clark,"BIDEN, JOSEPH R.",521,5
Clark,"BIDEN, JOSEPH R.",381,3
Clark,"BIDEN, JOSEPH R.",705,7
Clark,"BIDEN, JOSEPH R.",756,7
Clark,"BIDEN, JOSEPH R.",891,8
Clark,"BIDEN, JOSEPH R.",502,5
Clark,"BIDEN, JOSEPH R.",261,2
Clark,"BIDEN, JOSEPH R.",300,3
Clark,"BIDEN, JOSEPH R.",449,4
Clark,"BIDEN, JOSEPH R.",658,6
Clark,"BIDEN, JOSEPH R.",388,3
Clark,"BIDEN, JOSEPH R.",826,8
Clark,"BIDEN, JOSEPH R.",627,6
Clark,"BIDEN, JOSEPH R.",483,4
Clark,"BIDEN, JOSEPH R.",480,4
Clark,"BIDEN, JOSEPH R.",348,3
Clark,"BIDEN, JOSEPH R.",269,2
Clark,"BIDEN, JOSEPH R.",133,1
Clark,"BIDEN, JOSEPH R.",171,1
Clark,"BIDEN, JOSEPH R.",1090,1
Clark,"BIDEN, JOSEPH R.",812,8
Clark,"BIDEN, JOSEPH R.",841,8
Clark,"BIDEN, JOSEPH R.",819,8
Clark,"BIDEN, JOSEPH R.",606,6
Clark,"BIDEN, JOSEPH R.",427,4
Clark,"BIDEN, JOSEPH R.",1162,1
Clark,"BIDEN, JOSEPH R.",280,2
Clark,"BIDEN, JOSEPH R.",657,6
Clark,"BIDEN, JOSEPH R.",7,7
Clark,"BIDEN, JOSEPH R.",620,6
Clark,"BIDEN, JOSEPH R.",575,5
Clark,"BIDEN, JOSEPH R.",530,5
Clark,"BIDEN, JOSEPH R.",251,2
Clark,"BIDEN, JOSEPH R.",461,4
Clark,"BIDEN, JOSEPH R.",380,3
Clark,"BIDEN, JOSEPH R.",503,5
Clark,"BIDEN, JOSEPH R.",845,8
Clark,"BIDEN, JOSEPH R.",16,1
Clark,"BIDEN, JOSEPH R.",654,6
Clark,"BIDEN, JOSEPH R.",757,7
Clark,"BIDEN, JOSEPH R.",170,1
Clark,"BIDEN, JOSEPH R.",384,3
Clark,"BIDEN, JOSEPH R.",623,6
Clark,"BIDEN, JOSEPH R.",537,5
Clark,"BIDEN, JOSEPH R.",514,5
Clark,"BIDEN, JOSEPH R.",51,5
Clark,"BIDEN, JOSEPH R.",202,2
Clark,"BIDEN, JOSEPH R.",700,7
Clark,"BIDEN, JOSEPH R.",690,6
Clark,"BIDEN, JOSEPH R.",907,9
Clark,"BIDEN, JOSEPH R.",525,5
Clark,"BIDEN, JOSEPH R.",111,1
Clark,"BIDEN, JOSEPH R.",1110,1
Clark,"BIDEN, JOSEPH R.",688,6
Clark,"BIDEN, JOSEPH R.",369,3
Clark,"BIDEN, JOSEPH R.",516,5
Clark,"BIDEN, JOSEPH R.",644,6
Clark,"BIDEN, JOSEPH R.",487,4
Clark,"BIDEN, JOSEPH R.",421,4
Clark,"BIDEN, JOSEPH R.",469,4
Clark,"BIDEN, JOSEPH R.",324,3
Clark,"BIDEN, JOSEPH R.",959,9
Clark,"BIDEN, JOSEPH R.",52,5
Clark,"BIDEN, JOSEPH R.",479,4
Clark,"BIDEN, JOSEPH R.",341,3
Clark,"BIDEN, JOSEPH R.",71,7
Clark,"BIDEN, JOSEPH R.",537,5
Clark,"BIDEN, JOSEPH R.",572,5
Clark,"BIDEN, JOSEPH R.",685,6
Clark,"BIDEN, JOSEPH R.",228,2
Clark,"BIDEN, JOSEPH R.",407,4
Clark,"BIDEN, JOSEPH R.",433,4
Clark,"BIDEN, JOSEPH R.",372,3
Clark,"BIDEN, JOSEPH R.",1132,1
Clark,"BIDEN, JOSEPH R.",681,6
Clark,"BIDEN, JOSEPH R.",515,5
Clark,"BIDEN, JOSEPH R.",612,6
Clark,"BIDEN, JOSEPH R.",424,4
Clark,"BIDEN, JOSEPH R.",681,6
Clark,"BIDEN, JOSEPH R.",860,8
Clark,"BIDEN, JOSEPH R.",922,9
Clark,"BIDEN, JOSEPH R.",868,8
Clark,"BIDEN, JOSEPH R.",920,9
Clark,"BIDEN, JOSEPH R.",601,6
Clark,"BIDEN, JOSEPH R.",825,8
Clark,"BIDEN, JOSEPH R.",1316,1
Clark,"BIDEN, JOSEPH R.",725,7
Clark,"BIDEN, JOSEPH R.",391,3
Clark,"BIDEN, JOSEPH R.",568,5
Clark,"BIDEN, JOSEPH R.",852,8
Clark,"BIDEN, JOSEPH R.",1153,1
Clark,"BIDEN, JOSEPH R.",1498,1
Clark,"BIDEN, JOSEPH R.",1483,1
Clark,"BIDEN, JOSEPH R.",1034,1
Clark,"BIDEN, JOSEPH R.",122,1
Clark,"BIDEN, JOSEPH R.",699,6
Clark,"BIDEN, JOSEPH R.",670,6
Clark,"BIDEN, JOSEPH R.",136,1
Clark,"BIDEN, JOSEPH R.",845,8
Clark,"BIDEN, JOSEPH R.",939,9
Clark,"BIDEN, JOSEPH R.",875,8
Clark,"BIDEN, JOSEPH R.",991,9
Clark,"BIDEN, JOSEPH R.",1241,1
Clark,"BIDEN, JOSEPH R.",1239,1
Clark,"BIDEN, JOSEPH R.",360,3
Clark,"BIDEN, JOSEPH R.",504,5
Clark,"BIDEN, JOSEPH R.",97,9
Clark,"BIDEN, JOSEPH R.",74,7
Clark,"BIDEN, JOSEPH R.",136,1
Clark,"BIDEN, JOSEPH R.",278,2
Clark,"BIDEN, JOSEPH R.",1062,1
Clark,"BIDEN, JOSEPH R.",910,9
Clark,"BIDEN, JOSEPH R.",1143,1
Clark,"BIDEN, JOSEPH R.",1423,1
Clark,"BIDEN, JOSEPH R.",814,8
Clark,"BIDEN, JOSEPH R.",605,6
Clark,"BIDEN, JOSEPH R.",9,9
Clark,"BIDEN, JOSEPH R.",543,5
Clark,"BIDEN, JOSEPH R.",8,8
Clark,"BIDEN, JOSEPH R.",56,5
Clark,"BIDEN, JOSEPH R.",555,5
Clark,"BIDEN, JOSEPH R.",542,5
Clark,"BIDEN, JOSEPH R.",460,4
Clark,"BIDEN, JOSEPH R.",596,5
Clark,"BIDEN, JOSEPH R.",860,8
Clark,"BIDEN, JOSEPH R.",796,7
Clark,"BIDEN, JOSEPH R.",617,6
Clark,"BIDEN, JOSEPH R.",475,4
Clark,"BIDEN, JOSEPH R.",490,4
Clark,"BIDEN, JOSEPH R.",440,4
Clark,"BIDEN, JOSEPH R.",477,4
Clark,"BIDEN, JOSEPH R.",662,6
Clark,"BIDEN, JOSEPH R.",435,4
Clark,"BIDEN, JOSEPH R.",341,3
Clark,"BIDEN, JOSEPH R.",12,1
Clark,"BIDEN, JOSEPH R.",2,2
Clark,"BIDEN, JOSEPH R.",291,2
Clark,"BIDEN, JOSEPH R.",406,4
Clark,"BIDEN, JOSEPH R.",623,6
Clark,"BIDEN, JOSEPH R.",20,2
Clark,"BIDEN, JOSEPH R.",634,6
Clark,"BIDEN, JOSEPH R.",383,3
Clark,"BIDEN, JOSEPH R.",29,2
Clark,"BIDEN, JOSEPH R.",429,4
Clark,"BIDEN, JOSEPH R.",288,2
Clark,"BIDEN, JOSEPH R.",914,9
Clark,"BIDEN, JOSEPH R.",483,4
Clark,"BIDEN, JOSEPH R.",351,3
Clark,"BIDEN, JOSEPH R.",384,3
Clark,"BIDEN, JOSEPH R.",313,3
Clark,"BIDEN, JOSEPH R.",743,7
Clark,"BIDEN, JOSEPH R.",119,1
Clark,"BIDEN, JOSEPH R.",278,2
Clark,"BIDEN, JOSEPH R.",9,9
Clark,"BIDEN, JOSEPH R.",51,5
Clark,"BIDEN, JOSEPH R.",1669,1
Clark,"BIDEN, JOSEPH R.",670,6
Clark,"BIDEN, JOSEPH R.",738,7
Clark,"BIDEN, JOSEPH R.",45,4
Clark,"BIDEN, JOSEPH R.",801,8
Clark,"BIDEN, JOSEPH R.",6,6
Clark,"BIDEN, JOSEPH R.",9,9
Clark,"BIDEN, JOSEPH R.",427,4
Clark,"BIDEN, JOSEPH R.",6,6
Clark,"BIDEN, JOSEPH R.",14,1
Clark,"BIDEN, JOSEPH R.",506,5
Clark,"BIDEN, JOSEPH R.",44,4
Clark,"BIDEN, JOSEPH R.",397,3
Clark,"BIDEN, JOSEPH R.",20,2
Clark,"BIDEN, JOSEPH R.",484,4
Clark,"BIDEN, JOSEPH R.",559,5
Clark,"BIDEN, JOSEPH R.",406,4
Clark,"BIDEN, JOSEPH R.",14,1
Clark,"BIDEN, JOSEPH R.",456,4
Clark,"BIDEN, JOSEPH R.",341,3
Clark,"BIDEN, JOSEPH R.",437,4
Clark,"BIDEN, JOSEPH R.",516,5
Clark,"BIDEN, JOSEPH R.",481,4
Clark,"BIDEN, JOSEPH R.",521,5
Clark,"BIDEN, JOSEPH R.",967,9
Clark,"BIDEN, JOSEPH R.",724,7
Clark,"BIDEN, JOSEPH R.",196,1
Clark,"BIDEN, JOSEPH R.",890,8
Clark,"BIDEN, JOSEPH R.",69,6
Clark,"BIDEN, JOSEPH R.",82,8
Clark,"BIDEN, JOSEPH R.",188,1
Clark,"BIDEN, JOSEPH R.",426,4
Clark,"BIDEN, JOSEPH R.",1087,1
Clark,"BIDEN, JOSEPH R.",716,7
Clark,"BIDEN, JOSEPH R.",480,4
Clark,"BIDEN, JOSEPH R.",480,4
Clark,"BIDEN, JOSEPH R.",618,6
Clark,"BIDEN, JOSEPH R.",593,5
Clark,"BIDEN, JOSEPH R.",316,3
Clark,"BIDEN, JOSEPH R.",745,7
Clark,"BIDEN, JOSEPH R.",594,5
Clark,"BIDEN, JOSEPH R.",712,7
Clark,"BIDEN, JOSEPH R.",468,4
Clark,"BIDEN, JOSEPH R.",737,7
Clark,"BIDEN, JOSEPH R.",6,6
Clark,"BIDEN, JOSEPH R.",453,4
Clark,"BIDEN, JOSEPH R.",440,4
Clark,"BIDEN, JOSEPH R.",1035,1
Clark,"BIDEN, JOSEPH R.",63,6
Clark,"BIDEN, JOSEPH R.",864,8
Clark,"BIDEN, JOSEPH R.",735,7
Clark,"BIDEN, JOSEPH R.",328,3
Clark,"BIDEN, JOSEPH R.",263,2
Clark,"BIDEN, JOSEPH R.",397,3
Clark,"BIDEN, JOSEPH R.",26,2
Clark,"BIDEN, JOSEPH R.",817,8
Clark,"BIDEN, JOSEPH R.",671,6
Clark,"BIDEN, JOSEPH R.",656,6
Clark,"BIDEN, JOSEPH R.",631,6
Clark,"BIDEN, JOSEPH R.",412,4
Clark,"BIDEN, JOSEPH R.",376,3
Clark,"BIDEN, JOSEPH R.",490,4
Clark,"BIDEN, JOSEPH R.",412,4
Clark,"BIDEN, JOSEPH R.",557,5
Clark,"BIDEN, JOSEPH R.",676,6
Clark,"BIDEN, JOSEPH R.",459,4
Clark,"BIDEN, JOSEPH R.",681,6
Clark,"BIDEN, JOSEPH R.",316,3
Clark,"BIDEN, JOSEPH R.",677,6
Clark,"BIDEN, JOSEPH R.",581,5
Clark,"BIDEN, JOSEPH R.",395,3
Clark,"BIDEN, JOSEPH R.",801,8
Clark,"BIDEN, JOSEPH R.",356,3
Clark,"BIDEN, JOSEPH R.",352,3
Clark,"BIDEN, JOSEPH R.",421,4
Clark,"BIDEN, JOSEPH R.",308,3
Clark,"BIDEN, JOSEPH R.",430,4
Clark,"BIDEN, JOSEPH R.",346,3
Clark,"BIDEN, JOSEPH R.",393,3
Clark,"BIDEN, JOSEPH R.",687,6
Clark,"BIDEN, JOSEPH R.",1062,1
Clark,"BIDEN, JOSEPH R.",314,3
Clark,"BIDEN, JOSEPH R.",574,5
Clark,"BIDEN, JOSEPH R.",521,5
Clark,"BIDEN, JOSEPH R.",758,7
Clark,"BIDEN, JOSEPH R.",483,4
Clark,"BIDEN, JOSEPH R.",445,4
Clark,"BIDEN, JOSEPH R.",1,1
Clark,"BIDEN, JOSEPH R.",64,6
Clark,"BIDEN, JOSEPH R.",20,2
Clark,"BIDEN, JOSEPH R.",152,1
Clark,"BIDEN, JOSEPH R.",513,5
Clark,"BIDEN, JOSEPH R.",1264,1
Clark,"BIDEN, JOSEPH R.",799,7
Clark,"BIDEN, JOSEPH R.",900,9
Clark,"BIDEN, JOSEPH R.",87,8
Clark,"BIDEN, JOSEPH R.",529,5
Clark,"BIDEN, JOSEPH R.",18,1
Clark,"BIDEN, JOSEPH R.",310,3
Clark,"BIDEN, JOSEPH R.",8,8
Clark,"BIDEN, JOSEPH R.",6,6
Clark,"BIDEN, JOSEPH R.",7,7
Clark,"BIDEN, JOSEPH R.",462,4
Clark,"BIDEN, JOSEPH R.",507,5
Clark,"BIDEN, JOSEPH R.",920,9
Clark,"BIDEN, JOSEPH R.",1158,1
Clark,"BIDEN, JOSEPH R.",101,1
Clark,"BIDEN, JOSEPH R.",504,5
Clark,"BIDEN, JOSEPH R.",808,8
Clark,"BIDEN, JOSEPH R.",470,4
Clark,"BIDEN, JOSEPH R.",448,4
Clark,"BIDEN, JOSEPH R.",595,5
Clark,"BIDEN, JOSEPH R.",641,6
Clark,"BIDEN, JOSEPH R.",1,1
Clark,"BIDEN, JOSEPH R.",839,8
Clark,"BIDEN, JOSEPH R.",7,7
Clark,"BIDEN, JOSEPH R.",396,3
Clark,"BIDEN, JOSEPH R.",442,4
Clark,"BIDEN, JOSEPH R.",1575,1
Clark,"BIDEN, JOSEPH R.",732,7
Clark,"BIDEN, JOSEPH R.",432,4
Clark,"BIDEN, JOSEPH R.",1068,1
Clark,"BIDEN, JOSEPH R.",98,9
Clark,"BIDEN, JOSEPH R.",86,8
Clark,"BIDEN, JOSEPH R.",23,2
Clark,"BIDEN, JOSEPH R.",20,2
Clark,"BIDEN, JOSEPH R.",63,6
Clark,"BIDEN, JOSEPH R.",275,2
Clark,"BIDEN, JOSEPH R.",164,1
Clark,"BIDEN, JOSEPH R.",251,2
Clark,"BIDEN, JOSEPH R.",732,7
Clark,"BIDEN, JOSEPH R.",376,3
Clark,"BIDEN, JOSEPH R.",449,4
Clark,"BIDEN, JOSEPH R.",396,3
Clark,"BIDEN, JOSEPH R.",524,5
Clark,"BIDEN, JOSEPH R.",551,5
Clark,"BIDEN, JOSEPH R.",817,8
Clark,"BIDEN, JOSEPH R.",560,5
Clark,"BIDEN, JOSEPH R.",616,6
Clark,"BIDEN, JOSEPH R.",505,5
Clark,"BIDEN, JOSEPH R.",801,8
Clark,"BIDEN, JOSEPH R.",364,3
Clark,"BIDEN, JOSEPH R.",535,5
Clark,"BIDEN, JOSEPH R.",616,6
Clark,"BIDEN, JOSEPH R.",32,3
Clark,"BIDEN, JOSEPH R.",11,1
Clark,"BIDEN, JOSEPH R.",149,1
Clark,"BIDEN, JOSEPH R.",478,4
Clark,"BIDEN, JOSEPH R.",1757,1
Clark,"BIDEN, JOSEPH R.",157,1
Clark,"BIDEN, JOSEPH R.",672,6
Clark,"BIDEN, JOSEPH R.",598,5
Clark,"BIDEN, JOSEPH R.",687,6
Clark,"BIDEN, JOSEPH R.",464,4
Clark,"BIDEN, JOSEPH R.",533,5
Clark,"BIDEN, JOSEPH R.",734,7
Clark,"BIDEN, JOSEPH R.",538,5
Clark,"BIDEN, JOSEPH R.",627,6
Clark,"BIDEN, JOSEPH R.",111,1
Clark,"BIDEN, JOSEPH R.",1069,1
Clark,"BIDEN, JOSEPH R.",450,4
Clark,"BIDEN, JOSEPH R.",183,1
Clark,"BIDEN, JOSEPH R.",331,3
Clark,"BIDEN, JOSEPH R.",339,3
Clark,"BIDEN, JOSEPH R.",598,5
Clark,"BIDEN, JOSEPH R.",897,8
Clark,"BIDEN, JOSEPH R.",590,5
Clark,"BIDEN, JOSEPH R.",529,5
Clark,"BIDEN, JOSEPH R.",847,8
Clark,"BIDEN, JOSEPH R.",811,8
Clark,"BIDEN, JOSEPH R.",310,3
Clark,"BIDEN, JOSEPH R.",7,7
Clark,"BIDEN, JOSEPH R.",506,5
Clark,"BIDEN, JOSEPH R.",476,4
Clark,"BIDEN, JOSEPH R.",665,6
Clark,"BIDEN, JOSEPH R.",435,4
Clark,"BIDEN, JOSEPH R.",664,6
Clark,"BIDEN, JOSEPH R.",577,5
Clark,"BIDEN, JOSEPH R.",423,4
Clark,"BIDEN, JOSEPH R.",363,3
Clark,"BIDEN, JOSEPH R.",641,6
Clark,"BIDEN, JOSEPH R.",258,2
Clark,"BIDEN, JOSEPH R.",620,6
Clark,"BIDEN, JOSEPH R.",506,5
Clark,"BIDEN, JOSEPH R.",489,4
Clark,"BIDEN, JOSEPH R.",793,7
Clark,"BIDEN, JOSEPH R.",654,6
Clark,"BIDEN, JOSEPH R.",516,5
Clark,"BIDEN, JOSEPH R.",479,4
Clark,"BIDEN, JOSEPH R.",489,4
Clark,"BIDEN, JOSEPH R.",567,5
Clark,"BIDEN, JOSEPH R.",460,4
Clark,"BIDEN, JOSEPH R.",525,5
Clark,"BIDEN, JOSEPH R.",447,4
Clark,"BIDEN, JOSEPH R.",104,1
Clark,"BIDEN, JOSEPH R.",412,4
Clark,"BIDEN, JOSEPH R.",361,3
Clark,"BIDEN, JOSEPH R.",520,5
Clark,"BIDEN, JOSEPH R.",29,2
Clark,"BIDEN, JOSEPH R.",657,6
Clark,"BIDEN, JOSEPH R.",59,5
Clark,"BIDEN, JOSEPH R.",279,2
Clark,"BIDEN, JOSEPH R.",611,6
Clark,"BIDEN, JOSEPH R.",423,4
Clark,"BIDEN, JOSEPH R.",516,5
Clark,"BIDEN, JOSEPH R.",727,7
Clark,"BIDEN, JOSEPH R.",141,1
Clark,"BIDEN, JOSEPH R.",627,6
Clark,"BIDEN, JOSEPH R.",445,4
Clark,"BIDEN, JOSEPH R.",460,4
Clark,"BIDEN, JOSEPH R.",11,1
Clark,"BIDEN, JOSEPH R.",14,1
Clark,"BIDEN, JOSEPH R.",173,1
Clark,"BIDEN, JOSEPH R.",203,2
Clark,"BIDEN, JOSEPH R.",48,4
Clark,"BIDEN, JOSEPH R.",211,2
Clark,"BIDEN, JOSEPH R.",601,6
Clark,"BIDEN, JOSEPH R.",859,8
Clark,"BIDEN, JOSEPH R.",599,5
Clark,"BIDEN, JOSEPH R.",787,7
Clark,"BIDEN, JOSEPH R.",448,4
Clark,"BIDEN, JOSEPH R.",56,5
Clark,"BIDEN, JOSEPH R.",72,7
Clark,"BIDEN, JOSEPH R.",27,2
Clark,"BIDEN, JOSEPH R.",495,4
Clark,"BIDEN, JOSEPH R.",847,8
Clark,"BIDEN, JOSEPH R.",455,4
Clark,"BIDEN, JOSEPH R.",742,7
Clark,"BIDEN, JOSEPH R.",161,1
Clark,"BIDEN, JOSEPH R.",781,7
Clark,"BIDEN, JOSEPH R.",625,6
Clark,"BIDEN, JOSEPH R.",54,5
Clark,"BIDEN, JOSEPH R.",44,4
Clark,"BIDEN, JOSEPH R.",15,1
Clark,"BIDEN, JOSEPH R.",788,7
Clark,"BIDEN, JOSEPH R.",950,9
Clark,"BIDEN, JOSEPH R.",988,9
Clark,"BIDEN, JOSEPH R.",825,8
Clark,"BIDEN, JOSEPH R.",580,5
Clark,"BIDEN, JOSEPH R.",614,6
Clark,"BIDEN, JOSEPH R.",337,3
Clark,"BIDEN, JOSEPH R.",490,4
Clark,"BIDEN, JOSEPH R.",837,8
Clark,"BIDEN, JOSEPH R.",322,3
Clark,"BIDEN, JOSEPH R.",53,5
Clark,"BIDEN, JOSEPH R.",910,9
Clark,"BIDEN, JOSEPH R.",39,3
Clark,"BIDEN, JOSEPH R.",403,4
Clark,"BIDEN, JOSEPH R.",475,4
Clark,"BIDEN, JOSEPH R.",1039,1
Clark,"BIDEN, JOSEPH R.",550,5
Clark,"BIDEN, JOSEPH R.",1155,1
Clark,"BIDEN, JOSEPH R.",718,7
Clark,"BIDEN, JOSEPH R.",664,6
Clark,"BIDEN, JOSEPH R.",982,9
Clark,"BIDEN, JOSEPH R.",496,4
Clark,"BIDEN, JOSEPH R.",385,3
Clark,"BIDEN, JOSEPH R.",309,3
Clark,"BIDEN, JOSEPH R.",277,2
Clark,"BIDEN, JOSEPH R.",779,7
Clark,"BIDEN, JOSEPH R.",324,3
Clark,"BIDEN, JOSEPH R.",472,4
Clark,"BIDEN, JOSEPH R.",517,5
Clark,"BIDEN, JOSEPH R.",517,5
Clark,"BIDEN, JOSEPH R.",961,9
Clark,"BIDEN, JOSEPH R.",933,9
Clark,"BIDEN, JOSEPH R.",632,6
Clark,"BIDEN, JOSEPH R.",567,5
Clark,"BIDEN, JOSEPH R.",803,8
Clark,"BIDEN, JOSEPH R.",544,5
Clark,"BIDEN, JOSEPH R.",764,7
Clark,"BIDEN, JOSEPH R.",802,8
Clark,"BIDEN, JOSEPH R.",404,4
Clark,"BIDEN, JOSEPH R.",702,7
Clark,"BIDEN, JOSEPH R.",288,2
Clark,"BIDEN, JOSEPH R.",543,5
Clark,"BIDEN, JOSEPH R.",295,2
Clark,"BIDEN, JOSEPH R.",311,3
Clark,"BIDEN, JOSEPH R.",290,2
Clark,"BIDEN, JOSEPH R.",269,2
Clark,"BIDEN, JOSEPH R.",420,4
Clark,"BIDEN, JOSEPH R.",603,6
Clark,"BIDEN, JOSEPH R.",914,9
Clark,"BIDEN, JOSEPH R.",213,2
Clark,"BIDEN, JOSEPH R.",540,5
Clark,"BIDEN, JOSEPH R.",492,4
Clark,"BIDEN, JOSEPH R.",651,6
Clark,"BIDEN, JOSEPH R.",630,6
Clark,"BIDEN, JOSEPH R.",380,3
Clark,"BIDEN, JOSEPH R.",454,4
Clark,"BIDEN, JOSEPH R.",283,2
Clark,"BIDEN, JOSEPH R.",258,2
Clark,"BIDEN, JOSEPH R.",110,1
Clark,"BIDEN, JOSEPH R.",829,8
Clark,"BIDEN, JOSEPH R.",675,6
Clark,"BIDEN, JOSEPH R.",987,9
Clark,"BIDEN, JOSEPH R.",82,8
Clark,"BIDEN, JOSEPH R.",557,5
Clark,"BIDEN, JOSEPH R.",38,3
Clark,"BIDEN, JOSEPH R.",147,1
Clark,"BIDEN, JOSEPH R.",941,9
Clark,"BIDEN, JOSEPH R.",927,9
Clark,"BIDEN, JOSEPH R.",681,6
Clark,"BIDEN, JOSEPH R.",782,7
Clark,"BIDEN, JOSEPH R.",687,6
Clark,"BIDEN, JOSEPH R.",506,5
