Jurisdiction,Candidate,Votes,LeadDigit
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",39,3
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",22,2
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",22,2
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",27,2
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",7,7
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",28,2
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",19,1
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",28,2
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",7,7
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",20,2
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",10,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",25,2
Washoe,"JORGENSEN, JO",28,2
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",31,3
Washoe,"JORGENSEN, JO",22,2
Washoe,"JORGENSEN, JO",17,1
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",11,1
Washoe,"JORGENSEN, JO",15,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",18,1
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",6,6
Washoe,"JORGENSEN, JO",20,2
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",5,5
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",10,1
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",16,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",10,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",22,2
Washoe,"JORGENSEN, JO",22,2
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",13,1
Washoe,"JORGENSEN, JO",10,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",20,2
Washoe,"JORGENSEN, JO",12,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",19,1
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",21,2
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",14,1
Washoe,"JORGENSEN, JO",8,8
Washoe,"JORGENSEN, JO",3,3
Washoe,"JORGENSEN, JO",1,1
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",9,9
Washoe,"JORGENSEN, JO",4,4
Washoe,"JORGENSEN, JO",2,2
Washoe,"JORGENSEN, JO",1,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,20,2
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,25,2
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,22,2
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,20,2
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,18,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,18,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,21,2
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,20,2
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,23,2
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,18,1
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,26,2
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,19,1
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,23,2
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,23,2
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,21,2
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,19,1
Washoe,None Of These Candidates,20,2
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,18,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,18,1
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,20,2
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,28,2
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,24,2
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,18,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,19,1
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,21,2
Washoe,None Of These Candidates,18,1
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,19,1
Washoe,None Of These Candidates,17,1
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,29,2
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,6,6
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,7,7
Washoe,None Of These Candidates,13,1
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,14,1
Washoe,None Of These Candidates,12,1
Washoe,None Of These Candidates,15,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,11,1
Washoe,None Of These Candidates,8,8
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,5,5
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,16,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,9,9
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,4,4
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,10,1
Washoe,None Of These Candidates,3,3
Washoe,None Of These Candidates,2,2
Washoe,None Of These Candidates,1,1
Washoe,None Of These Candidates,1,1
Washoe,"TRUMP, DONALD J.",190,1
Washoe,"TRUMP, DONALD J.",39,3
Washoe,"TRUMP, DONALD J.",44,4
Washoe,"TRUMP, DONALD J.",22,2
Washoe,"TRUMP, DONALD J.",18,1
Washoe,"TRUMP, DONALD J.",281,2
Washoe,"TRUMP, DONALD J.",333,3
Washoe,"TRUMP, DONALD J.",394,3
Washoe,"TRUMP, DONALD J.",452,4
Washoe,"TRUMP, DONALD J.",376,3
Washoe,"TRUMP, DONALD J.",561,5
Washoe,"TRUMP, DONALD J.",136,1
Washoe,"TRUMP, DONALD J.",423,4
Washoe,"TRUMP, DONALD J.",378,3
Washoe,"TRUMP, DONALD J.",40,4
Washoe,"TRUMP, DONALD J.",9,9
Washoe,"TRUMP, DONALD J.",9,9
Washoe,"TRUMP, DONALD J.",160,1
Washoe,"TRUMP, DONALD J.",308,3
Washoe,"TRUMP, DONALD J.",396,3
Washoe,"TRUMP, DONALD J.",106,1
Washoe,"TRUMP, DONALD J.",522,5
Washoe,"TRUMP, DONALD J.",128,1
Washoe,"TRUMP, DONALD J.",452,4
Washoe,"TRUMP, DONALD J.",297,2
Washoe,"TRUMP, DONALD J.",173,1
Washoe,"TRUMP, DONALD J.",458,4
Washoe,"TRUMP, DONALD J.",9,9
Washoe,"TRUMP, DONALD J.",357,3
Washoe,"TRUMP, DONALD J.",246,2
Washoe,"TRUMP, DONALD J.",434,4
Washoe,"TRUMP, DONALD J.",397,3
Washoe,"TRUMP, DONALD J.",312,3
Washoe,"TRUMP, DONALD J.",565,5
Washoe,"TRUMP, DONALD J.",317,3
Washoe,"TRUMP, DONALD J.",142,1
Washoe,"TRUMP, DONALD J.",606,6
Washoe,"TRUMP, DONALD J.",278,2
Washoe,"TRUMP, DONALD J.",219,2
Washoe,"TRUMP, DONALD J.",338,3
Washoe,"TRUMP, DONALD J.",122,1
Washoe,"TRUMP, DONALD J.",170,1
Washoe,"TRUMP, DONALD J.",168,1
Washoe,"TRUMP, DONALD J.",184,1
Washoe,"TRUMP, DONALD J.",292,2
Washoe,"TRUMP, DONALD J.",537,5
Washoe,"TRUMP, DONALD J.",246,2
Washoe,"TRUMP, DONALD J.",61,6
Washoe,"TRUMP, DONALD J.",154,1
Washoe,"TRUMP, DONALD J.",184,1
Washoe,"TRUMP, DONALD J.",434,4
Washoe,"TRUMP, DONALD J.",366,3
Washoe,"TRUMP, DONALD J.",522,5
Washoe,"TRUMP, DONALD J.",139,1
Washoe,"TRUMP, DONALD J.",190,1
Washoe,"TRUMP, DONALD J.",362,3
Washoe,"TRUMP, DONALD J.",19,1
Washoe,"TRUMP, DONALD J.",88,8
Washoe,"TRUMP, DONALD J.",132,1
Washoe,"TRUMP, DONALD J.",172,1
Washoe,"TRUMP, DONALD J.",252,2
Washoe,"TRUMP, DONALD J.",251,2
Washoe,"TRUMP, DONALD J.",496,4
Washoe,"TRUMP, DONALD J.",1026,1
Washoe,"TRUMP, DONALD J.",140,1
Washoe,"TRUMP, DONALD J.",295,2
Washoe,"TRUMP, DONALD J.",275,2
Washoe,"TRUMP, DONALD J.",393,3
Washoe,"TRUMP, DONALD J.",270,2
Washoe,"TRUMP, DONALD J.",112,1
Washoe,"TRUMP, DONALD J.",293,2
Washoe,"TRUMP, DONALD J.",343,3
Washoe,"TRUMP, DONALD J.",278,2
Washoe,"TRUMP, DONALD J.",231,2
Washoe,"TRUMP, DONALD J.",514,5
Washoe,"TRUMP, DONALD J.",349,3
Washoe,"TRUMP, DONALD J.",829,8
Washoe,"TRUMP, DONALD J.",297,2
Washoe,"TRUMP, DONALD J.",445,4
Washoe,"TRUMP, DONALD J.",392,3
Washoe,"TRUMP, DONALD J.",590,5
Washoe,"TRUMP, DONALD J.",188,1
Washoe,"TRUMP, DONALD J.",175,1
Washoe,"TRUMP, DONALD J.",1085,1
Washoe,"TRUMP, DONALD J.",512,5
Washoe,"TRUMP, DONALD J.",402,4
Washoe,"TRUMP, DONALD J.",322,3
Washoe,"TRUMP, DONALD J.",243,2
Washoe,"TRUMP, DONALD J.",1107,1
Washoe,"TRUMP, DONALD J.",167,1
Washoe,"TRUMP, DONALD J.",70,7
Washoe,"TRUMP, DONALD J.",61,6
Washoe,"TRUMP, DONALD J.",506,5
Washoe,"TRUMP, DONALD J.",59,5
Washoe,"TRUMP, DONALD J.",488,4
Washoe,"TRUMP, DONALD J.",935,9
Washoe,"TRUMP, DONALD J.",161,1
Washoe,"TRUMP, DONALD J.",170,1
Washoe,"TRUMP, DONALD J.",17,1
Washoe,"TRUMP, DONALD J.",106,1
Washoe,"TRUMP, DONALD J.",307,3
Washoe,"TRUMP, DONALD J.",142,1
Washoe,"TRUMP, DONALD J.",286,2
Washoe,"TRUMP, DONALD J.",334,3
Washoe,"TRUMP, DONALD J.",100,1
Washoe,"TRUMP, DONALD J.",255,2
Washoe,"TRUMP, DONALD J.",21,2
Washoe,"TRUMP, DONALD J.",14,1
Washoe,"TRUMP, DONALD J.",377,3
Washoe,"TRUMP, DONALD J.",243,2
Washoe,"TRUMP, DONALD J.",206,2
Washoe,"TRUMP, DONALD J.",211,2
Washoe,"TRUMP, DONALD J.",193,1
Washoe,"TRUMP, DONALD J.",11,1
Washoe,"TRUMP, DONALD J.",379,3
Washoe,"TRUMP, DONALD J.",125,1
Washoe,"TRUMP, DONALD J.",435,4
Washoe,"TRUMP, DONALD J.",512,5
Washoe,"TRUMP, DONALD J.",77,7
Washoe,"TRUMP, DONALD J.",150,1
Washoe,"TRUMP, DONALD J.",186,1
Washoe,"TRUMP, DONALD J.",212,2
Washoe,"TRUMP, DONALD J.",291,2
Washoe,"TRUMP, DONALD J.",61,6
Washoe,"TRUMP, DONALD J.",890,8
Washoe,"TRUMP, DONALD J.",86,8
Washoe,"TRUMP, DONALD J.",215,2
Washoe,"TRUMP, DONALD J.",219,2
Washoe,"TRUMP, DONALD J.",215,2
Washoe,"TRUMP, DONALD J.",8,8
Washoe,"TRUMP, DONALD J.",201,2
Washoe,"TRUMP, DONALD J.",210,2
Washoe,"TRUMP, DONALD J.",391,3
Washoe,"TRUMP, DONALD J.",544,5
Washoe,"TRUMP, DONALD J.",412,4
Washoe,"TRUMP, DONALD J.",436,4
Washoe,"TRUMP, DONALD J.",88,8
Washoe,"TRUMP, DONALD J.",323,3
Washoe,"TRUMP, DONALD J.",35,3
Washoe,"TRUMP, DONALD J.",269,2
Washoe,"TRUMP, DONALD J.",226,2
Washoe,"TRUMP, DONALD J.",311,3
Washoe,"TRUMP, DONALD J.",862,8
Washoe,"TRUMP, DONALD J.",456,4
Washoe,"TRUMP, DONALD J.",794,7
Washoe,"TRUMP, DONALD J.",317,3
Washoe,"TRUMP, DONALD J.",420,4
Washoe,"TRUMP, DONALD J.",236,2
Washoe,"TRUMP, DONALD J.",535,5
Washoe,"TRUMP, DONALD J.",522,5
Washoe,"TRUMP, DONALD J.",21,2
Washoe,"TRUMP, DONALD J.",242,2
Washoe,"TRUMP, DONALD J.",117,1
Washoe,"TRUMP, DONALD J.",19,1
Washoe,"TRUMP, DONALD J.",304,3
Washoe,"TRUMP, DONALD J.",201,2
Washoe,"TRUMP, DONALD J.",12,1
Washoe,"TRUMP, DONALD J.",304,3
Washoe,"TRUMP, DONALD J.",306,3
Washoe,"TRUMP, DONALD J.",104,1
Washoe,"TRUMP, DONALD J.",182,1
Washoe,"TRUMP, DONALD J.",139,1
Washoe,"TRUMP, DONALD J.",145,1
Washoe,"TRUMP, DONALD J.",291,2
Washoe,"TRUMP, DONALD J.",146,1
Washoe,"TRUMP, DONALD J.",286,2
Washoe,"TRUMP, DONALD J.",278,2
Washoe,"TRUMP, DONALD J.",375,3
Washoe,"TRUMP, DONALD J.",320,3
Washoe,"TRUMP, DONALD J.",124,1
Washoe,"TRUMP, DONALD J.",294,2
Washoe,"TRUMP, DONALD J.",432,4
Washoe,"TRUMP, DONALD J.",370,3
Washoe,"TRUMP, DONALD J.",134,1
Washoe,"TRUMP, DONALD J.",434,4
Washoe,"TRUMP, DONALD J.",533,5
Washoe,"TRUMP, DONALD J.",73,7
Washoe,"TRUMP, DONALD J.",281,2
Washoe,"TRUMP, DONALD J.",313,3
Washoe,"TRUMP, DONALD J.",457,4
